,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
62,62,0.7617182731628418,2025-01-28 00:18:47.705070,2025-01-28 00:25:21.129622,0 days 00:06:33.424552,,6,,,12,,,0.4690849277628455,0.012201220417945418,,0.9148311250624278,SGD,,fine_tuning,StepLR,2.0,3.6427748563530256e-05,COMPLETE
63,63,0.7489196062088013,2025-01-28 00:25:21.155986,2025-01-28 00:31:20.848207,0 days 00:05:59.692221,,6,,,11,,,0.46733587989623615,0.011902829242276336,,0.9157824532124679,SGD,,fine_tuning,StepLR,2.0,3.643978667598571e-05,COMPLETE
64,64,0.7426344752311707,2025-01-28 00:31:20.878474,2025-01-28 00:37:52.439077,0 days 00:06:31.560603,,6,,,12,,,0.39740686386729734,0.009907664218544039,,0.92337020626916,SGD,,fine_tuning,StepLR,2.0,4.5461253997989956e-05,COMPLETE
65,65,0.7594127058982849,2025-01-28 00:37:52.465936,2025-01-28 00:43:53.403741,0 days 00:06:00.937805,9.0,7,,,11,1.7436725816243892e-07,,,0.022290351090538455,,0.9132531388431001,SGD,,fine_tuning,CosineAnnealingLR,,1.0649794294033208e-05,COMPLETE
66,66,0.1651587337255478,2025-01-28 00:43:53.430198,2025-01-28 00:45:36.367684,0 days 00:01:42.937486,,5,,,13,,,0.46590298531478147,0.01500457837718908,,0.9035054138597779,SGD,,freezing,StepLR,2.0,1.7106010401705873e-05,PRUNED
67,67,0.0,2025-01-28 00:45:36.383200,2025-01-28 00:48:20.928367,0 days 00:02:44.545167,,7,0.8393298094551278,0.920542920682934,16,,,0.25263850316466807,0.007136232022533874,,,AdamW,,fine_tuning,StepLR,2.0,0.001126548879714874,PRUNED
68,68,0.7356660962104797,2025-01-28 00:48:20.946960,2025-01-28 00:56:31.247806,0 days 00:08:10.300846,6.0,6,,,15,9.483670368639188e-07,,,0.020372939637778177,,0.9083616023149579,SGD,,fine_tuning,CosineAnnealingLR,,2.068618408592598e-05,COMPLETE
69,69,0.0,2025-01-28 00:56:31.274608,2025-01-28 00:59:13.257505,0 days 00:02:41.982897,,8,,,12,,,,0.013852167020531422,0.00031843574419035696,0.9164714677116139,SGD,,fine_tuning,OneCycleLR,,8.786950216781653e-05,PRUNED
70,70,0.7351829409599304,2025-01-28 00:59:13.272495,2025-01-28 01:06:53.903118,0 days 00:07:40.630623,,4,,,14,,,0.4678698639480466,0.017534975730790416,,0.9106483822246237,SGD,,fine_tuning,StepLR,2.0,1.2865389506976585e-05,COMPLETE
71,71,0.7361871004104614,2025-01-28 01:06:53.936277,2025-01-28 01:12:54.666193,0 days 00:06:00.729916,9.0,7,,,11,1.791457574569772e-07,,,0.018537904067625875,,0.9133427940645203,SGD,,fine_tuning,CosineAnnealingLR,,1.1117482382208333e-05,COMPLETE
