,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
81,81,0.4160403907299042,2025-01-26 22:12:00.932822,2025-01-26 22:12:30.053709,0 days 00:00:29.120887,,7,0.9186980104017106,0.924914564783921,16,,,,0.00022022211111756847,0.007897930963649508,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
82,82,0.4449732005596161,2025-01-26 22:12:30.071445,2025-01-26 22:13:13.039000,0 days 00:00:42.967555,,7,0.9254739318343473,0.9303553018917827,14,,,,0.00015231157623845786,0.007957117204104726,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
83,83,0.40002715587615967,2025-01-26 22:13:13.057301,2025-01-26 22:13:41.672028,0 days 00:00:28.614727,,7,0.9494841986332038,0.9416111455270074,15,,,,0.0003383677172624636,0.005610248452468204,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
84,84,0.4852200448513031,2025-01-26 22:13:41.689864,2025-01-26 22:14:52.713389,0 days 00:01:11.023525,,7,0.9062140858148894,0.933761476184809,15,,,,0.0002542399566726216,0.008260255662631668,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
85,85,0.48624834418296814,2025-01-26 22:14:52.731184,2025-01-26 22:15:52.191292,0 days 00:00:59.460108,,8,0.9584593026499281,0.937848622962386,13,,,,0.0024928385749683557,0.009703641021967573,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
86,86,0.49573376774787903,2025-01-26 22:15:52.209026,2025-01-26 22:17:14.216874,0 days 00:01:22.007848,,6,0.8947957589257178,0.9623282544497956,16,,0.21260938975427907,,0.0007315186138202107,,,Adam,3.0,fine_tuning,ReduceLROnPlateau,,,COMPLETE
87,87,0.47305217385292053,2025-01-26 22:17:14.234633,2025-01-26 22:18:28.568903,0 days 00:01:14.334270,,6,0.8802410278649954,0.9627252344050019,15,,0.21261400600108452,,0.0007156647890100872,,,Adam,3.0,fine_tuning,ReduceLROnPlateau,,,COMPLETE
88,88,0.4851032495498657,2025-01-26 22:18:28.587325,2025-01-26 22:19:48.741131,0 days 00:01:20.153806,,6,0.913633524367558,0.9677620252414301,16,,0.2114796224325744,,0.0009036865403590844,,,Adam,3.0,fine_tuning,ReduceLROnPlateau,,,COMPLETE
89,89,0.34705737233161926,2025-01-26 22:19:48.762887,2025-01-26 22:20:21.690790,0 days 00:00:32.927903,,5,0.8952577786228441,0.973362309944766,14,,0.20791301693164246,,0.0005187747275683994,,,Adam,2.0,random,ReduceLROnPlateau,,,PRUNED
90,90,0.36809101700782776,2025-01-26 22:20:21.708316,2025-01-26 22:20:57.095092,0 days 00:00:35.386776,,4,0.8687229401245519,0.9595759085634047,16,,0.3701256243298344,,0.000186764752530795,,,Adam,4.0,fine_tuning,ReduceLROnPlateau,,,PRUNED
